id,level,givens,grid
almost_solved_015,almost_solved,79,"[[5, 7, 3, 2, 4, 8, 9, 1, 0], [9, 6, 1, 7, 3, 5, 0, 4, 2], [8, 2, 4, 6, 1, 9, 5, 3, 7], [1, 9, 7, 5, 2, 3, 4, 6, 8], [4, 8, 6, 9, 7, 1, 3, 2, 5], [3, 5, 2, 8, 6, 4, 1, 7, 9], [2, 3, 8, 4, 9, 6, 7, 5, 1], [7, 1, 5, 3, 8, 2, 6, 9, 4], [6, 4, 9, 1, 5, 7, 2, 8, 3]]"
almost_solved_016,almost_solved,79,"[[2, 4, 3, 5, 8, 9, 6, 1, 7], [8, 9, 5, 7, 6, 1, 2, 4, 3], [6, 1, 7, 3, 2, 4, 8, 9, 5], [7, 6, 9, 1, 3, 2, 5, 8, 4], [3, 2, 1, 4, 5, 8, 7, 6, 9], [5, 8, 4, 9, 7, 6, 0, 2, 1], [1, 3, 6, 2, 4, 5, 9, 7, 0], [4, 5, 2, 8, 9, 7, 1, 3, 6], [9, 7, 8, 6, 1, 3, 4, 5, 2]]"
almost_solved_017,almost_solved,79,"[[4, 9, 3, 2, 1, 8, 5, 7, 6], [6, 5, 7, 9, 4, 3, 2, 8, 1], [1, 2, 8, 5, 6, 7, 9, 3, 0], [8, 1, 5, 6, 7, 9, 4, 2, 3], [3, 0, 2, 1, 8, 5, 6, 9, 7], [7, 6, 9, 4, 3, 2, 1, 5, 8], [2, 3, 1, 8, 5, 6, 7, 4, 9], [5, 8, 6, 7, 9, 4, 3, 1, 2], [9, 7, 4, 3, 2, 1, 8, 6, 5]]"
almost_solved_018,almost_solved,79,"[[8, 4, 3, 6, 5, 1, 9, 7, 2], [5, 6, 1, 2, 9, 7, 8, 3, 4], [9, 2, 7, 0, 8, 3, 5, 1, 6], [1, 8, 4, 5, 7, 6, 3, 2, 9], [3, 9, 2, 8, 1, 4, 7, 0, 5], [7, 5, 6, 9, 3, 2, 1, 4, 8], [4, 3, 9, 1, 6, 8, 2, 5, 7], [2, 7, 5, 3, 4, 9, 6, 8, 1], [6, 1, 8, 7, 2, 5, 4, 9, 3]]"
almost_solved_019,almost_solved,79,"[[5, 1, 7, 3, 9, 4, 6, 2, 8], [4, 9, 3, 8, 2, 6, 5, 1, 7], [6, 2, 8, 7, 1, 5, 4, 9, 3], [2, 3, 6, 5, 8, 1, 9, 7, 4], [1, 8, 5, 4, 7, 9, 2, 0, 6], [9, 7, 4, 6, 3, 2, 1, 8, 5], [8, 6, 1, 9, 5, 7, 3, 4, 2], [0, 4, 2, 1, 6, 8, 7, 5, 9], [7, 5, 9, 2, 4, 3, 8, 6, 1]]"
almost_solved_020,almost_solved,79,"[[6, 8, 9, 2, 7, 3, 1, 5, 4], [4, 1, 5, 0, 8, 9, 7, 3, 2], [2, 7, 3, 4, 1, 5, 8, 9, 6], [8, 3, 2, 7, 5, 4, 9, 6, 1], [1, 9, 6, 8, 3, 2, 5, 4, 7], [7, 5, 4, 1, 9, 6, 3, 2, 8], [3, 4, 7, 5, 6, 1, 2, 8, 0], [9, 2, 8, 3, 4, 7, 6, 1, 5], [5, 6, 1, 9, 2, 8, 4, 7, 3]]"
easy_001,easy,46,"[[0, 1, 8, 0, 0, 9, 5, 0, 4], [2, 9, 0, 4, 5, 0, 0, 1, 3], [0, 6, 5, 3, 0, 0, 7, 9, 2], [8, 2, 0, 7, 9, 0, 6, 3, 0], [0, 3, 0, 8, 0, 2, 0, 0, 7], [7, 0, 0, 0, 0, 3, 1, 2, 8], [1, 0, 0, 9, 0, 5, 3, 0, 6], [9, 0, 4, 0, 0, 8, 0, 0, 1], [6, 0, 3, 0, 2, 0, 0, 5, 9]]"
easy_002,easy,46,"[[7, 4, 2, 5, 9, 6, 3, 0, 1], [0, 0, 5, 1, 3, 0, 4, 7, 2], [0, 0, 1, 0, 4, 0, 0, 0, 5], [0, 7, 3, 4, 0, 5, 0, 0, 0], [1, 8, 9, 0, 7, 2, 0, 0, 0], [5, 0, 0, 9, 0, 0, 0, 0, 3], [3, 0, 8, 7, 5, 4, 1, 0, 6], [0, 0, 7, 6, 1, 0, 0, 0, 8], [9, 0, 6, 8, 0, 0, 5, 4, 7]]"
easy_003,easy,46,"[[6, 0, 0, 0, 0, 9, 0, 7, 0], [0, 0, 0, 2, 0, 3, 0, 6, 5], [7, 2, 0, 5, 6, 0, 9, 1, 0], [2, 9, 0, 3, 5, 0, 6, 0, 0], [5, 3, 7, 0, 0, 6, 1, 0, 9], [4, 8, 0, 9, 2, 0, 0, 0, 0], [0, 7, 5, 0, 0, 0, 2, 3, 1], [9, 6, 4, 1, 3, 2, 5, 0, 7], [3, 0, 0, 0, 8, 5, 4, 0, 6]]"
easy_004,easy,46,"[[3, 5, 0, 9, 6, 0, 0, 8, 0], [0, 9, 1, 0, 7, 0, 5, 0, 0], [0, 4, 8, 0, 0, 0, 9, 0, 0], [0, 7, 4, 0, 8, 0, 6, 9, 2], [0, 0, 9, 0, 0, 0, 3, 0, 8], [8, 0, 5, 6, 2, 9, 0, 4, 0], [5, 2, 0, 1, 9, 0, 8, 0, 4], [9, 1, 7, 8, 4, 3, 0, 0, 5], [0, 0, 0, 2, 5, 6, 1, 7, 9]]"
easy_005,easy,46,"[[4, 0, 0, 1, 8, 0, 9, 6, 5], [0, 5, 0, 7, 0, 4, 0, 0, 8], [0, 8, 1, 9, 0, 0, 0, 4, 0], [5, 9, 2, 0, 0, 3, 4, 8, 1], [0, 0, 0, 4, 0, 0, 0, 5, 0], [0, 1, 0, 0, 9, 5, 6, 3, 7], [7, 6, 5, 3, 0, 1, 0, 0, 2], [9, 2, 8, 0, 6, 7, 3, 1, 4], [0, 0, 0, 8, 0, 9, 5, 0, 0]]"
easy_006,easy,46,"[[0, 0, 7, 6, 8, 1, 5, 9, 2], [0, 1, 8, 2, 9, 5, 3, 0, 4], [0, 0, 9, 4, 0, 0, 0, 0, 6], [8, 4, 1, 0, 0, 6, 0, 0, 7], [9, 6, 0, 7, 3, 2, 0, 0, 8], [7, 2, 0, 8, 0, 4, 0, 0, 9], [0, 0, 0, 0, 6, 0, 0, 2, 3], [5, 8, 0, 0, 2, 9, 7, 0, 0], [3, 0, 0, 1, 0, 0, 8, 6, 5]]"
easy_007,easy,46,"[[0, 1, 8, 7, 9, 2, 0, 0, 0], [0, 7, 9, 6, 5, 3, 0, 1, 0], [3, 6, 0, 0, 8, 4, 0, 7, 9], [0, 4, 1, 2, 7, 5, 0, 0, 6], [8, 0, 0, 0, 1, 0, 0, 2, 7], [0, 2, 7, 0, 6, 0, 0, 4, 1], [0, 8, 3, 9, 4, 7, 6, 5, 0], [0, 0, 4, 0, 0, 6, 1, 0, 0], [0, 0, 2, 8, 0, 0, 0, 9, 4]]"
easy_008,easy,46,"[[0, 8, 5, 9, 0, 1, 2, 0, 0], [6, 1, 9, 3, 2, 4, 7, 5, 0], [0, 0, 0, 0, 7, 8, 6, 0, 1], [1, 5, 6, 2, 0, 0, 0, 0, 3], [0, 0, 2, 0, 8, 0, 0, 6, 5], [8, 0, 7, 6, 0, 5, 0, 0, 0], [9, 0, 0, 0, 3, 2, 0, 1, 7], [3, 2, 8, 0, 5, 0, 9, 0, 0], [5, 7, 0, 4, 0, 6, 3, 8, 0]]"
easy_009,easy,46,"[[6, 5, 3, 4, 2, 1, 8, 0, 7], [4, 2, 1, 0, 7, 0, 6, 0, 0], [0, 0, 0, 0, 5, 0, 0, 0, 0], [0, 3, 0, 0, 1, 6, 0, 4, 9], [0, 1, 0, 2, 9, 4, 0, 0, 3], [2, 9, 0, 7, 0, 8, 0, 6, 1], [9, 8, 2, 3, 6, 7, 0, 0, 0], [0, 4, 0, 0, 8, 2, 3, 7, 0], [0, 0, 7, 1, 4, 5, 0, 0, 8]]"
easy_010,easy,46,"[[2, 0, 0, 0, 7, 9, 1, 8, 0], [8, 0, 0, 6, 0, 2, 0, 9, 0], [9, 4, 0, 1, 3, 8, 0, 0, 5], [0, 3, 8, 5, 0, 4, 7, 0, 9], [4, 5, 0, 0, 9, 0, 3, 6, 0], [1, 0, 9, 0, 8, 0, 5, 4, 0], [5, 8, 0, 2, 4, 7, 0, 3, 0], [0, 9, 0, 0, 6, 5, 0, 7, 0], [0, 2, 0, 0, 1, 0, 8, 5, 6]]"
easy_011,easy,46,"[[6, 4, 0, 0, 7, 0, 0, 0, 5], [1, 0, 0, 0, 5, 0, 6, 8, 4], [2, 5, 0, 6, 0, 0, 1, 9, 7], [8, 0, 0, 9, 2, 0, 0, 4, 0], [9, 2, 0, 3, 6, 0, 8, 7, 0], [3, 0, 0, 8, 0, 7, 9, 5, 0], [4, 0, 0, 7, 0, 0, 0, 6, 3], [0, 9, 2, 5, 3, 6, 0, 1, 8], [5, 0, 0, 4, 8, 0, 7, 2, 0]]"
easy_012,easy,46,"[[0, 1, 8, 9, 0, 5, 6, 3, 0], [2, 3, 6, 8, 1, 4, 9, 7, 0], [0, 0, 0, 0, 0, 2, 8, 1, 4], [0, 0, 0, 0, 2, 9, 1, 4, 6], [0, 0, 0, 7, 0, 8, 3, 0, 9], [9, 0, 3, 1, 0, 6, 0, 5, 8], [0, 6, 0, 0, 8, 0, 2, 9, 0], [7, 9, 2, 0, 0, 0, 5, 0, 0], [1, 8, 5, 2, 0, 7, 0, 0, 0]]"
easy_013,easy,46,"[[1, 8, 4, 9, 0, 7, 2, 6, 0], [0, 0, 0, 1, 0, 0, 9, 7, 0], [9, 5, 0, 2, 3, 6, 1, 4, 8], [4, 0, 5, 7, 0, 0, 6, 0, 2], [6, 2, 8, 0, 0, 0, 7, 3, 9], [0, 9, 3, 0, 0, 0, 4, 0, 0], [0, 0, 0, 5, 4, 0, 0, 0, 7], [5, 4, 9, 3, 0, 0, 8, 1, 0], [3, 7, 2, 0, 0, 0, 5, 9, 0]]"
easy_014,easy,46,"[[1, 8, 2, 7, 0, 0, 0, 9, 6], [5, 7, 4, 0, 6, 9, 0, 0, 2], [9, 3, 0, 8, 2, 0, 0, 5, 4], [0, 9, 7, 0, 3, 0, 0, 0, 0], [2, 1, 3, 0, 0, 4, 0, 6, 0], [4, 5, 0, 0, 7, 6, 1, 0, 3], [0, 0, 9, 0, 1, 0, 0, 0, 0], [0, 6, 5, 0, 9, 3, 4, 0, 0], [0, 4, 1, 6, 5, 0, 2, 3, 9]]"
easy_015,easy,46,"[[8, 0, 0, 6, 7, 3, 0, 0, 1], [3, 0, 6, 4, 0, 0, 0, 9, 8], [0, 0, 4, 0, 0, 8, 7, 0, 3], [4, 3, 0, 0, 0, 9, 0, 0, 6], [6, 0, 0, 7, 3, 4, 1, 5, 9], [9, 1, 5, 2, 0, 6, 3, 7, 0], [7, 6, 8, 3, 4, 0, 0, 0, 0], [0, 9, 0, 8, 0, 7, 4, 3, 0], [5, 0, 3, 0, 0, 0, 6, 0, 7]]"
easy_016,easy,46,"[[0, 9, 4, 0, 7, 0, 6, 8, 0], [0, 8, 6, 0, 4, 2, 7, 1, 0], [3, 1, 7, 0, 6, 5, 0, 0, 0], [0, 5, 0, 0, 9, 0, 1, 3, 0], [6, 0, 9, 3, 0, 4, 8, 0, 7], [4, 0, 1, 5, 8, 0, 0, 0, 0], [1, 7, 5, 0, 2, 0, 0, 4, 9], [8, 6, 2, 0, 0, 0, 5, 7, 1], [9, 4, 3, 0, 0, 0, 2, 0, 0]]"
easy_017,easy,46,"[[8, 0, 0, 7, 0, 0, 5, 1, 0], [1, 0, 5, 9, 0, 8, 0, 2, 4], [2, 0, 7, 0, 6, 0, 0, 0, 3], [0, 0, 3, 4, 2, 5, 0, 9, 1], [5, 2, 4, 0, 0, 9, 0, 0, 8], [9, 1, 6, 3, 8, 0, 4, 5, 2], [3, 0, 0, 8, 7, 4, 2, 0, 0], [6, 5, 0, 1, 9, 0, 8, 0, 0], [4, 0, 0, 0, 0, 6, 0, 3, 0]]"
easy_018,easy,46,"[[0, 7, 4, 6, 8, 0, 0, 5, 0], [0, 9, 1, 0, 2, 0, 3, 8, 6], [0, 0, 0, 1, 5, 9, 7, 2, 0], [0, 0, 5, 2, 0, 0, 4, 0, 8], [7, 0, 2, 8, 0, 4, 6, 9, 5], [3, 0, 0, 0, 0, 6, 0, 7, 0], [4, 0, 3, 0, 0, 8, 0, 1, 7], [1, 5, 0, 3, 0, 0, 8, 6, 0], [6, 8, 9, 7, 0, 5, 0, 4, 0]]"
easy_019,easy,46,"[[4, 0, 6, 0, 8, 0, 0, 7, 5], [5, 0, 1, 0, 2, 6, 3, 8, 0], [9, 0, 3, 5, 7, 1, 0, 2, 4], [0, 1, 0, 0, 0, 4, 9, 3, 7], [0, 0, 4, 0, 0, 0, 0, 1, 2], [7, 3, 0, 2, 1, 5, 0, 0, 0], [1, 9, 7, 0, 5, 0, 0, 0, 0], [0, 4, 0, 1, 0, 7, 2, 0, 6], [6, 0, 2, 3, 0, 8, 7, 0, 1]]"
easy_020,easy,46,"[[0, 7, 5, 2, 0, 0, 0, 3, 0], [6, 0, 2, 4, 3, 1, 0, 8, 0], [0, 0, 0, 5, 8, 7, 0, 6, 2], [2, 6, 0, 0, 4, 3, 0, 0, 0], [4, 3, 0, 1, 5, 0, 0, 2, 7], [5, 0, 0, 0, 0, 0, 0, 0, 0], [9, 4, 0, 3, 1, 5, 2, 0, 8], [7, 0, 8, 6, 9, 4, 0, 1, 3], [1, 0, 0, 8, 7, 0, 4, 9, 6]]"
easy_021,easy,46,"[[0, 4, 3, 9, 6, 2, 7, 1, 8], [6, 2, 9, 0, 0, 7, 4, 5, 0], [1, 7, 8, 3, 0, 4, 2, 6, 0], [0, 0, 1, 5, 0, 9, 8, 0, 0], [0, 0, 0, 6, 7, 0, 0, 4, 0], [7, 8, 6, 0, 4, 0, 9, 2, 0], [0, 0, 7, 4, 0, 5, 6, 8, 2], [0, 0, 0, 2, 0, 0, 0, 0, 7], [8, 0, 2, 7, 3, 0, 0, 0, 0]]"
easy_022,easy,46,"[[6, 7, 0, 9, 2, 1, 3, 4, 5], [0, 0, 0, 4, 3, 5, 6, 7, 8], [0, 4, 5, 0, 0, 8, 0, 9, 1], [1, 6, 0, 2, 5, 0, 8, 0, 7], [8, 0, 7, 6, 0, 0, 5, 0, 4], [0, 2, 0, 3, 8, 0, 1, 6, 0], [7, 0, 3, 8, 9, 6, 0, 0, 0], [0, 8, 0, 0, 0, 0, 7, 0, 3], [0, 0, 2, 0, 0, 3, 0, 0, 6]]"
easy_023,easy,46,"[[0, 1, 6, 0, 0, 0, 0, 4, 0], [3, 5, 0, 0, 0, 7, 0, 8, 1], [4, 2, 7, 0, 8, 0, 9, 0, 5], [5, 0, 0, 7, 2, 0, 4, 1, 6], [1, 0, 4, 9, 0, 8, 3, 0, 0], [2, 0, 3, 6, 1, 4, 0, 0, 0], [0, 3, 0, 0, 6, 2, 1, 0, 0], [9, 0, 0, 0, 0, 0, 2, 6, 4], [6, 4, 2, 0, 9, 1, 5, 7, 3]]"
easy_024,easy,46,"[[3, 4, 6, 9, 0, 1, 5, 0, 7], [9, 1, 2, 5, 0, 7, 3, 0, 4], [5, 0, 0, 3, 0, 0, 9, 0, 0], [2, 9, 0, 8, 4, 0, 0, 0, 3], [6, 3, 0, 0, 0, 0, 0, 4, 5], [0, 0, 0, 6, 0, 0, 2, 7, 9], [0, 8, 3, 0, 9, 0, 7, 0, 2], [7, 2, 0, 0, 0, 0, 1, 9, 6], [0, 0, 9, 7, 5, 0, 4, 3, 8]]"
easy_025,easy,46,"[[0, 4, 0, 5, 0, 6, 7, 3, 0], [6, 0, 0, 0, 0, 7, 9, 8, 0], [0, 2, 3, 4, 8, 0, 6, 1, 0], [0, 6, 0, 7, 2, 0, 3, 4, 0], [0, 0, 4, 6, 5, 0, 0, 2, 7], [0, 0, 2, 9, 4, 3, 8, 5, 6], [0, 3, 0, 8, 0, 4, 0, 7, 0], [0, 0, 0, 0, 9, 2, 0, 0, 0], [4, 0, 6, 1, 7, 5, 2, 9, 3]]"
easy_026,easy,46,"[[0, 0, 3, 0, 7, 2, 0, 0, 0], [9, 0, 7, 5, 8, 0, 6, 0, 0], [5, 4, 0, 1, 0, 0, 2, 7, 9], [3, 9, 0, 7, 2, 0, 0, 4, 0], [8, 0, 0, 3, 6, 0, 0, 0, 0], [7, 5, 0, 0, 4, 0, 9, 6, 0], [6, 7, 9, 0, 5, 0, 3, 1, 0], [2, 8, 0, 4, 1, 3, 7, 9, 6], [4, 0, 1, 6, 0, 0, 0, 5, 2]]"
easy_027,easy,46,"[[2, 0, 0, 7, 0, 6, 1, 4, 8], [1, 0, 4, 2, 0, 0, 7, 5, 0], [7, 0, 5, 1, 0, 0, 0, 9, 3], [6, 0, 0, 8, 7, 0, 3, 1, 9], [3, 0, 1, 0, 0, 0, 0, 7, 0], [8, 4, 0, 3, 0, 0, 6, 2, 0], [4, 0, 0, 9, 8, 1, 5, 0, 2], [5, 0, 0, 0, 0, 7, 9, 0, 1], [0, 0, 8, 5, 3, 2, 4, 6, 0]]"
easy_028,easy,46,"[[9, 6, 0, 5, 0, 3, 1, 0, 0], [3, 5, 0, 2, 4, 0, 0, 6, 7], [0, 2, 0, 0, 0, 9, 3, 0, 8], [0, 0, 0, 0, 0, 2, 6, 4, 0], [0, 8, 3, 4, 0, 6, 0, 0, 0], [6, 4, 1, 7, 9, 0, 2, 8, 3], [4, 3, 0, 0, 6, 0, 8, 9, 5], [8, 9, 5, 3, 2, 0, 0, 1, 6], [7, 0, 0, 0, 5, 8, 0, 0, 0]]"
easy_029,easy,46,"[[9, 0, 0, 0, 2, 8, 0, 4, 3], [8, 0, 0, 0, 1, 4, 0, 9, 0], [4, 3, 1, 0, 5, 0, 0, 0, 0], [7, 5, 4, 2, 9, 0, 8, 3, 0], [6, 0, 9, 1, 8, 3, 0, 7, 5], [3, 1, 8, 0, 4, 7, 0, 0, 2], [0, 0, 0, 0, 6, 1, 0, 0, 4], [1, 8, 6, 4, 3, 0, 0, 2, 0], [5, 0, 0, 9, 7, 2, 0, 0, 0]]"
easy_030,easy,46,"[[4, 0, 0, 0, 5, 2, 8, 0, 3], [1, 3, 0, 9, 0, 7, 2, 5, 0], [0, 6, 0, 0, 0, 8, 7, 0, 9], [0, 8, 5, 7, 0, 0, 4, 0, 2], [9, 2, 4, 0, 6, 0, 0, 0, 7], [0, 7, 0, 2, 9, 0, 5, 6, 8], [0, 0, 0, 4, 0, 3, 0, 0, 5], [7, 4, 0, 5, 2, 0, 6, 0, 0], [0, 5, 9, 1, 8, 6, 0, 7, 4]]"
easy_031,easy,46,"[[4, 1, 9, 3, 2, 6, 0, 0, 7], [0, 0, 8, 9, 1, 0, 3, 6, 0], [0, 0, 0, 8, 0, 0, 9, 0, 1], [2, 8, 5, 0, 0, 7, 0, 0, 3], [0, 3, 6, 5, 0, 2, 4, 0, 0], [7, 9, 0, 6, 0, 0, 5, 2, 0], [9, 6, 0, 2, 5, 3, 7, 0, 4], [0, 0, 7, 1, 0, 0, 0, 0, 0], [3, 5, 2, 7, 0, 8, 1, 0, 6]]"
easy_032,easy,46,"[[0, 0, 2, 7, 9, 6, 0, 3, 5], [0, 0, 6, 0, 0, 0, 1, 0, 2], [8, 3, 0, 0, 1, 0, 0, 7, 0], [0, 5, 9, 2, 0, 8, 7, 0, 1], [7, 0, 1, 0, 3, 0, 0, 2, 8], [0, 0, 8, 6, 7, 0, 3, 5, 9], [2, 0, 0, 1, 6, 4, 5, 9, 0], [0, 9, 7, 0, 2, 3, 6, 0, 0], [6, 1, 0, 0, 0, 7, 2, 8, 0]]"
easy_033,easy,46,"[[0, 9, 0, 8, 3, 0, 2, 6, 0], [3, 8, 4, 2, 0, 0, 0, 0, 7], [5, 0, 6, 0, 7, 0, 8, 0, 3], [0, 6, 3, 1, 9, 0, 0, 7, 0], [9, 1, 0, 4, 8, 0, 6, 0, 0], [0, 4, 7, 6, 2, 0, 0, 5, 9], [4, 7, 0, 0, 6, 0, 5, 0, 1], [6, 3, 0, 0, 1, 2, 7, 0, 0], [1, 0, 2, 7, 4, 0, 0, 8, 0]]"
